_row,new_split
54967,train
54968,train
54970,train
54972,train
54975,train
54977,train
54979,train
54980,train
54983,train
54984,train
54988,train
54989,train
54991,train
54992,train
54994,train
54996,train
55000,train
55001,train
55002,train
55006,train
55011,train
55016,train
55019,train
55023,train
55026,train
55030,train
55034,train
55040,train
55043,train
55046,train
55051,train
55056,train
151786,train
151790,train
151794,train
151800,train
151805,train
151806,train
151811,train
151815,val
151816,train
151819,val
151821,train
151824,val
151825,train
151827,train
151828,val
151832,val
151833,train
151834,train
151837,val
151839,train
151841,val
151842,train
151843,val
151846,val
151847,train
151850,train
151853,val
151854,train
151857,val
151858,val
151861,train
151864,val
151865,train
151866,val
151869,train
151870,val
151872,train
151874,val
151876,train
151878,val
151881,train
151882,val
151884,train
151886,val
151888,train
151890,val
151891,train
151894,train
151895,val
151900,val
151901,train
151902,val
151903,train
151906,train
151908,val
151911,train
151912,val
151914,val
151917,train
151920,train
151921,val
151924,val
151925,train
151927,train
151929,val
151930,train
151932,val
151934,val
151937,train
151938,train
151939,val
151943,val
151944,train
151946,val
151947,train
151951,train
151953,val
151954,train
151956,val
151958,val
151961,train
151962,train
151964,val
151966,val
151967,train
151970,train
151972,val
151975,val
151976,train
151978,val
151980,train
151982,train
151985,val
151986,val
151989,train
151990,train
151991,val
151994,train
151997,val
151998,val
152000,train
152003,train
152005,val
152006,val
152009,train
152010,val
152011,train
152014,train
152015,val
152018,val
152020,train
152022,train
152023,val
152027,train
152029,val
152030,train
152031,val
152034,val
152036,train
152038,val
152040,train
152042,val
152044,train
152048,val
152051,val
152054,val
152058,val
152064,val
152068,val
204596,train
204598,train
204600,train
204603,train
204605,train
204607,train
204608,train
204610,train
204612,train
204614,train
204617,train
204619,train
204621,train
204622,train
204624,train
204626,train
204628,train
204630,train
204632,train
204634,train
204637,train
204638,train
204641,train
204643,train
204644,train
204646,train
204648,train
204651,train
204653,train
204655,train
204656,train
204658,train
204661,train
204663,train
204665,train
204666,train
204668,train
204670,train
204673,train
204674,train
204677,train
204679,train
204681,train
204683,train
204684,train
204686,train
204688,train
204690,train
204692,train
204694,train
204696,train
204699,train
113480,train
171889,train
11844,train
88548,train
11892,train
26343,train
125827,val
26386,train
199530,train
177227,train
177210,train
88532,train
139850,train
167840,train
11889,train
139843,train
167831,train
125849,val
26377,train
11863,train
63441,train
11822,train
199509,train
11901,train
11880,train
199496,train
11825,train
11839,train
26389,train
75545,train
125881,train
75586,train
177228,train
177218,train
199507,train
125874,train
171868,train
171908,train
41602,train
41606,train
41609,train
41612,train
41615,train
41621,train
41625,train
41628,train
41645,train
41648,train
41651,train
41657,train
41662,train
41666,train
41668,train
41671,train
41676,train
100952,train
100955,train
100960,train
100964,train
100968,train
100973,train
100977,train
100981,train
100983,train
100987,train
100993,train
100996,train
101000,train
101003,train
101008,train
101010,train
101015,train
154614,train
154619,train
154624,train
154629,train
154630,train
154635,train
154638,train
154643,train
154647,train
154661,val
154664,val
154666,val
154671,val
154674,val
154680,val
154683,val
205864,train
205866,train
205868,train
205870,train
205873,train
205874,train
205877,train
205879,train
205880,train
205882,train
205885,train
205886,train
205888,train
199089,train
26068,train
63102,train
61250,train
60367,train
61113,val
60679,val
60338,val
61821,train
60678,train
25840,val
26027,train
63020,val
62252,val
88436,train
167737,train
139740,train
60428,train
75460,train
199135,train
62001,train
62542,train
61670,val
112948,train
26163,train
60763,train
61458,train
60411,val
138934,train
125782,train
60892,train
61385,train
60827,val
62921,val
60958,train
113232,train
25953,train
60663,val
62998,train
40893,train
40896,train
40899,train
40905,train
40908,train
40912,train
40917,train
40919,train
40920,train
40925,train
40927,train
40931,train
40935,train
40942,train
40943,train
40948,train
40951,train
40957,train
40961,train
40963,train
40964,train
40967,train
40970,train
40974,train
40978,train
40982,train
40984,train
40990,train
40992,train
40996,train
41001,train
41002,train
41004,train
41006,train
41007,train
41010,train
41014,train
41018,train
41022,train
41024,train
41028,train
41031,train
41036,train
41159,train
41165,train
41169,train
41174,train
41177,train
41182,train
41185,train
41188,train
41192,train
41197,train
41202,train
41206,train
41207,train
41209,train
41213,train
41214,train
41216,train
41218,train
41221,train
41222,train
41223,train
41225,train
41227,train
41228,train
41233,train
41234,train
41236,train
41237,train
41239,train
41241,train
41244,train
41246,train
41247,train
41249,train
41251,train
41254,train
41257,train
41258,train
41261,train
41262,train
41264,train
41265,train
41268,train
41269,train
41273,train
41274,train
41275,train
41277,train
41280,train
41281,train
41285,train
41290,train
41293,train
41296,train
41299,train
41304,train
41305,train
41308,train
41314,train
41318,train
41320,train
41324,train
41329,train
41332,train
41333,train
41335,train
41337,train
41339,train
41342,train
41343,train
41346,train
41349,train
41350,train
41352,train
41353,train
41355,train
41357,train
41359,train
41360,train
41364,train
41365,train
41368,train
41369,train
41372,train
41373,train
41376,train
41378,train
41380,train
41381,train
41383,train
41385,train
41387,train
41389,train
41391,train
41393,train
41395,train
41397,train
41399,train
41400,train
41403,train
41405,train
41407,train
41408,train
41411,train
41414,train
41415,train
41416,train
41420,train
41421,train
41424,train
41425,train
41427,train
41428,train
41431,train
41433,train
41435,train
41437,train
41440,train
41441,train
41444,train
41446,train
41447,train
41448,train
41452,train
41454,train
41455,train
41456,train
41459,train
41462,train
41463,train
41464,train
41469,train
41470,train
41473,train
41474,train
41477,train
41478,train
41480,train
41482,train
41483,train
41485,train
41487,train
41489,train
41493,train
41494,train
41496,train
41498,train
41499,train
41502,train
41504,train
41505,train
41507,train
41509,train
41511,train
41512,train
41515,train
41516,train
41521,train
41522,train
41524,train
41525,train
41528,train
41529,train
41532,train
41533,train
41536,train
41537,train
41539,train
41540,train
41544,train
41545,train
41547,train
41548,train
41552,train
41554,train
41558,train
41559,train
41565,train
41570,train
41571,train
41576,train
41582,train
41586,train
57219,train
57223,train
57228,train
57230,train
57237,train
57240,train
57245,train
57247,train
57251,train
57288,train
57290,train
57292,train
57295,train
57300,train
57303,train
57306,train
57308,train
57310,train
57314,train
57317,train
57319,train
57323,train
57327,train
57330,train
57332,train
57335,train
57339,train
57340,train
57343,train
57347,train
57351,train
57353,train
57355,train
57358,train
57363,train
57366,train
57369,train
57371,train
57374,train
57376,train
57380,train
57382,train
57385,train
57388,train
57392,train
57395,train
57399,train
57401,train
57405,train
57408,train
57411,train
57413,train
57415,train
57419,train
57422,train
57426,train
57429,train
57431,train
57433,train
57437,train
57441,train
57444,train
57446,train
57450,train
57453,train
57694,train
57697,train
57702,train
57704,train
57707,train
57711,train
57714,train
57716,train
57720,train
57722,train
57724,train
57727,train
57732,train
57734,train
57737,train
57740,train
57743,train
57746,train
57748,train
57753,train
57755,train
57758,train
57760,train
57763,train
57766,train
57771,train
57773,train
57775,train
57778,train
57783,train
57785,train
57788,train
57791,train
57794,train
57797,train
57800,train
57803,train
57807,train
57810,train
57812,train
57814,train
57817,train
57820,train
57823,train
57827,train
57831,train
57833,train
57837,train
57853,train
57857,train
57859,train
57862,train
57867,train
57869,train
57871,train
57876,train
57879,train
57881,train
57884,train
57887,train
57891,train
57893,train
57895,train
57900,train
57902,train
57905,train
57908,train
57910,train
57915,train
57916,train
57919,train
57923,train
57925,train
57928,train
57931,train
57935,train
57937,train
57941,train
57943,train
57947,train
57950,train
57954,train
57956,train
57960,train
57963,train
57965,train
57969,train
57972,train
57975,train
57976,train
57981,train
57982,train
57986,train
57988,train
57993,train
57996,train
57997,train
58000,train
58003,train
58007,train
58010,train
58014,train
58016,train
58019,train
58022,train
58024,train
58029,train
58030,train
58033,train
58038,train
58041,train
58043,train
58045,train
58048,train
58053,train
58054,train
58058,train
58060,train
58064,train
58068,train
58070,train
58072,train
58077,train
58079,train
58082,train
58086,train
58087,train
58092,train
58093,train
58096,train
58101,train
58104,train
58107,train
58109,train
58113,train
58115,train
58118,train
58122,train
58124,train
58126,train
58129,train
58132,train
58136,train
58139,train
58141,train
58144,train
58148,train
58150,train
58154,train
58156,train
58159,train
58164,train
58167,train
58170,train
58171,train
58174,train
58179,train
58181,train
58184,train
58186,train
58190,train
58194,train
58195,train
58198,train
58203,train
58206,train
58209,train
58211,train
58213,train
58216,train
58220,train
58222,train
58225,train
58228,train
58231,train
58235,train
58237,train
58241,train
58245,train
58246,train
58251,train
58253,train
58257,train
58260,train
58262,train
58266,train
58269,train
58272,train
58274,train
58277,train
58280,train
58283,train
58287,train
58289,train
58292,train
58295,train
58297,train
58301,train
58304,train
58308,train
58310,train
58313,train
58315,train
58318,train
58321,train
58324,train
58329,train
58330,train
58335,train
58338,train
58341,train
58343,train
58345,train
58348,train
58352,train
58354,train
58358,train
58361,train
58364,train
58368,train
58370,train
58373,train
58375,train
58379,train
58381,train
58385,train
58388,train
58392,train
58393,train
58397,train
58401,train
58402,train
58405,train
58408,train
58411,train
58416,train
58418,train
58422,train
58425,train
58428,train
58431,train
58432,train
58436,train
58440,train
58441,train
58444,train
58448,train
58452,train
58454,train
58456,train
58459,train
58463,train
58465,train
58468,train
58473,train
58476,train
58478,train
58480,train
58483,train
58486,train
58489,train
58492,train
58497,train
58498,train
58502,train
58504,train
58509,train
58511,train
58515,train
58518,train
58519,train
58524,train
58526,train
58528,train
58531,train
58534,train
58537,train
58542,train
58543,train
58546,train
58549,train
58552,train
58556,train
58560,train
58561,train
58566,train
58567,train
58572,train
58574,train
58577,train
58580,train
58583,train
58587,train
58590,train
58593,train
58596,train
58599,train
58602,train
58604,train
58606,train
58610,train
58612,train
58616,train
58619,train
58622,train
58625,train
58627,train
58632,train
58633,train
58637,train
58642,train
58647,train
58651,train
58652,train
58656,train
58659,train
58660,train
58662,train
58665,train
58666,train
58668,train
58670,train
58672,train
58674,train
58677,train
58678,train
58680,train
58681,train
58685,train
58686,train
58689,train
58690,train
58692,train
58693,train
58696,train
58699,train
58701,train
58703,train
58704,train
58707,train
58708,train
58710,train
58714,train
58715,train
58717,train
58719,train
58720,train
58721,train
58724,train
58725,train
58728,train
58731,train
58734,train
58735,train
58737,train
58739,train
58740,train
58743,train
58744,train
58745,train
58748,train
58749,train
58753,train
58755,train
58758,train
58759,train
58761,train
58762,train
58764,train
58767,train
58769,train
58771,train
58773,train
58775,train
58777,train
58778,train
58781,train
58783,train
58784,train
58787,train
58788,train
58791,train
58793,train
58794,train
58796,train
58798,train
58802,train
58803,train
58805,train
58806,train
58808,train
58810,train
58813,train
58814,train
58816,train
58818,train
58820,train
58822,train
58824,train
58827,train
58830,train
58831,train
58832,train
58835,train
58836,train
58837,train
58841,train
58842,train
58844,train
58845,train
58849,train
58851,train
58853,train
58855,train
58857,train
58859,train
58860,train
58861,train
58865,train
58867,train
58868,train
58871,train
58872,train
58875,train
58876,train
58878,train
58880,train
58882,train
58885,train
58886,train
58888,train
58890,train
58894,train
58895,train
58897,train
58899,train
58901,train
58903,train
58905,train
58906,train
58909,train
58910,train
58912,train
58915,train
58918,train
58919,train
58920,train
58921,train
58924,train
58927,train
58928,train
58931,train
58933,train
58935,train
58937,train
58938,train
58940,train
58942,train
58944,train
58946,train
58950,train
58951,train
58952,train
58955,train
58957,train
58959,train
58962,train
58963,train
58965,train
58966,train
58969,train
58970,train
58972,train
58973,train
58976,train
58977,train
58982,train
58983,train
58984,train
58985,train
58988,train
58991,train
58992,train
58993,train
58996,train
58997,train
59000,train
59003,train
59005,train
59007,train
59008,train
59011,train
59013,train
59015,train
59018,train
59019,train
59021,train
59023,train
59025,train
59026,train
59029,train
59031,train
59032,train
59033,train
59036,train
59039,train
59040,train
59043,train
59045,train
59047,train
59050,train
59051,train
59052,train
59054,train
59058,train
59059,train
59061,train
59062,train
59066,train
59067,train
59069,train
59070,train
59072,train
59074,train
59076,train
59079,train
59082,train
59083,train
59086,train
59087,train
59088,train
59091,train
59092,train
59094,train
59096,train
59098,train
59101,train
59103,train
59106,train
59107,train
59108,train
59110,train
59114,train
59115,train
59116,train
59117,train
59120,train
59122,train
59125,train
59126,train
59130,train
59131,train
59132,train
59135,train
59136,train
59138,train
59142,train
59143,train
59145,train
59147,train
59148,train
59151,train
59152,train
59155,train
59156,train
59159,train
59161,train
59162,train
59165,train
59167,train
59168,train
59171,train
59173,train
59174,train
59177,train
59178,train
59181,train
59183,train
59184,train
59186,train
59188,train
59191,train
59193,train
59194,train
59197,train
59198,train
59200,train
59201,train
59204,train
59207,train
59209,train
59211,train
59212,train
59213,train
59218,train
59219,train
59220,train
59222,train
59225,train
59227,train
59229,train
59230,train
59232,train
59233,train
59236,train
59239,train
59240,train
59242,train
59244,train
59247,train
59249,train
59251,train
59252,train
59255,train
59256,train
59258,train
59260,train
59261,train
59265,train
59267,train
59269,train
59270,train
59272,train
59275,train
59276,train
59277,train
59281,train
59282,train
59284,train
59285,train
59289,train
59290,train
59292,train
59293,train
59297,train
59299,train
59300,train
59303,train
59305,train
59306,train
59308,train
59310,train
59312,train
59314,train
59316,train
59319,train
59320,train
59321,train
59324,train
59325,train
59328,train
59330,train
59334,train
59335,train
59337,train
59339,train
59340,train
59342,train
59344,train
59347,train
59348,train
59351,train
59353,train
59355,train
59356,train
59359,train
59360,train
59362,train
59364,train
59367,train
59368,train
59371,train
59374,train
59375,train
59376,train
59379,train
59381,train
59383,train
59384,train
59386,train
59388,train
59391,train
59392,train
59395,train
59396,train
59397,train
59401,train
59402,train
59406,train
59407,train
59408,train
59410,train
59412,train
59413,train
59418,train
59419,train
59420,train
59423,train
59425,train
59426,train
59430,train
59431,train
59432,train
59435,train
59436,train
59439,train
59440,train
59442,train
59444,train
59446,train
59448,train
59451,train
59453,train
59455,train
59456,train
59458,train
59460,train
59462,train
59465,train
59466,train
59469,train
59470,train
59472,train
59475,train
59477,train
59479,train
59482,train
59483,train
59485,train
59487,train
59488,train
59489,train
59493,train
59494,train
59498,train
59499,train
59501,train
59502,train
59505,train
59507,train
59508,train
59511,train
59512,train
59513,train
59516,train
59518,train
99935,train
99940,train
99943,train
99947,train
99950,train
99956,train
99961,train
99965,train
99968,train
99970,train
99975,train
99980,train
99985,train
99988,train
99992,train
99996,train
100000,train
100004,train
100008,train
100011,train
100267,train
100271,train
100277,train
100280,train
100285,train
100289,train
100292,train
100296,train
100301,train
100304,train
100306,train
100311,train
100316,train
100321,train
100325,train
100327,train
100332,train
100335,train
100340,train
100343,train
100347,train
100352,train
100356,train
100358,train
100365,train
100368,train
100370,train
100377,train
100624,train
100627,train
100633,train
100635,train
100641,train
100645,train
100646,train
100650,train
100655,train
100660,train
100663,train
100666,train
100670,train
100677,train
100680,train
100683,train
100711,train
100716,train
100720,train
100724,train
100726,train
100730,train
100736,train
100740,train
100742,train
100747,train
100750,train
100756,train
100758,train
100762,train
100769,train
100773,train
100775,train
100780,train
100785,train
100787,train
100791,train
100797,train
100800,train
100804,train
100808,train
100813,train
100815,train
100818,train
100824,train
100826,train
100831,train
100835,train
100841,train
100843,train
100846,train
100850,train
100856,train
100861,train
100865,train
100869,train
100873,train
100875,train
100878,train
153973,train
153977,train
153978,train
153985,train
153989,train
153991,train
153996,train
153999,train
154004,train
154009,train
154014,val
154019,val
154023,val
154027,val
154033,val
154037,val
154041,val
154044,val
154046,val
154049,train
154053,train
154057,train
154059,train
154064,train
154066,train
154073,train
154077,train
154079,train
154080,val
154083,val
154086,val
154092,val
154097,val
154099,val
154105,val
154107,val
154111,val
154212,train
154217,train
154218,train
154225,train
154226,train
154233,train
154237,train
154240,train
154241,val
154242,val
154244,train
154246,val
154249,train
154250,val
154253,train
154255,val
154257,train
154260,train
154261,val
154262,train
154265,val
154267,train
154268,val
154271,train
154272,val
154276,val
154277,train
154279,train
154281,val
154283,val
154284,train
154286,val
154288,train
154291,train
154292,val
154294,val
154295,train
154298,val
154300,train
154303,val
154305,train
154308,val
154309,train
154310,val
154311,train
154315,val
154316,train
154318,val
154319,train
154323,train
154324,val
154326,val
154328,train
154332,train
154333,val
154335,val
154336,train
154338,val
154340,train
154343,train
154344,val
154346,val
154347,train
154352,train
154353,val
154355,train
154356,val
154360,val
154361,train
154364,val
154365,train
154367,train
154368,val
154370,train
154371,val
154375,train
154377,val
154379,train
154382,train
154389,train
154393,train
154395,train
154401,train
154405,train
154408,val
154409,train
154410,train
154413,val
154415,train
154416,val
154419,train
154420,val
154422,train
154423,val
154427,train
154428,val
154432,train
154433,val
154435,train
154437,val
154438,train
154441,val
154444,val
154445,train
154448,train
154449,val
154450,val
154453,train
154455,val
154456,train
154458,val
154460,train
154463,train
154464,val
154466,train
154467,val
154471,val
154472,train
154474,val
154475,train
154478,val
154479,train
154482,train
154485,val
154487,val
154489,train
154490,val
154493,train
154496,train
154497,val
154498,train
154500,val
154502,train
154504,val
154507,train
154508,val
154510,train
154511,val
154515,train
154516,val
154520,train
154521,val
154522,val
154525,train
154526,val
154528,train
154531,train
154533,val
154534,train
154536,val
154538,val
154540,train
154544,train
154545,val
154547,train
154548,val
154550,val
154552,train
154555,train
154557,val
154560,val
154564,val
154567,val
154571,val
154576,val
154580,val
205481,train
205483,train
205485,train
205487,train
205488,train
205490,train
205493,train
205495,train
205496,train
205499,train
205500,train
205502,train
205504,train
205516,train
205519,train
205521,train
205522,train
205524,train
205526,train
205529,train
205531,train
205532,train
205535,train
205537,train
205539,train
205541,train
205543,train
205544,train
205547,train
205548,train
205550,train
205553,train
205684,train
205686,train
205689,train
205690,train
205693,train
205695,train
205696,train
205699,train
205701,train
205702,train
205704,train
205707,train
205709,train
205710,train
205712,train
205715,train
205716,train
205719,train
205721,train
205723,train
205725,train
205726,train
205729,train
205730,train
205733,train
205735,train
205736,train
205738,train
205741,train
205742,train
205764,train
205767,train
205768,train
205771,train
205772,train
205775,train
205777,train
205778,train
205781,train
205782,train
205785,train
205787,train
205789,train
205791,train
205793,train
205795,train
205797,train
205799,train
205800,train
205802,train
205805,train
205806,train
205808,train
205811,train
205813,train
205814,train
205817,train
205818,train
205820,train
205822,train
205825,train
205827,train
205828,train
205831,train
205833,train
205834,train
205837,train
205839,train
205840,train
205842,train
205845,train
205847,train
205849,train
140703,train
140579,val
177513,train
89214,train
140483,train
172367,train
76189,train
140562,val
140407,val
177500,train
114046,train
26877,train
172337,train
140643,val
76183,train
140416,val
63855,val
26968,train
140638,val
114083,train
27019,train
140504,train
140534,val
76174,train
172370,train
76215,train
126568,val
140402,val
27001,train
76160,train
89195,train
168537,train
140557,val
140519,val
114043,train
140597,train
63813,val
89171,train
199939,train
126547,val
42002,train
42006,train
42008,train
42011,train
42018,train
42021,train
42025,train
42029,train
42032,train
42037,train
42039,train
42044,train
42048,train
42053,train
42055,train
42062,train
42064,train
42070,train
42073,train
42075,train
42079,train
42085,train
42089,train
42092,train
42095,train
42099,train
42103,train
42109,train
42111,train
42117,train
42121,train
42125,train
42129,train
42132,train
42138,train
42140,train
42143,train
42149,train
42152,train
42155,train
42157,train
42159,train
42162,train
42164,train
42165,train
42167,train
42168,train
42172,train
42173,train
42175,train
42176,train
42179,train
42182,train
42183,train
42184,train
42189,train
42190,train
42192,train
42194,train
42197,train
42198,train
42199,train
42201,train
42204,train
42205,train
42207,train
42208,train
42213,train
42214,train
42215,train
42217,train
42220,train
42222,train
42224,train
42226,train
42227,train
42229,train
42232,train
42234,train
42235,train
42238,train
42239,train
42241,train
42244,train
42245,train
42249,train
42250,train
42251,train
42252,train
42255,train
42256,train
42259,train
42260,train
42263,train
42265,train
42267,train
42270,train
42271,train
42272,train
42275,train
42278,train
42280,train
42281,train
42283,train
42286,train
42287,train
42288,train
42291,train
42294,train
42295,train
42297,train
42299,train
42302,train
42304,train
42306,train
42307,train
42310,train
42312,train
42314,train
42315,train
42318,train
42321,train
42322,train
42324,train
42325,train
42328,train
42330,train
42331,train
42333,train
42335,train
42337,train
42339,train
42340,train
42344,train
42346,train
42348,train
42349,train
42351,train
42354,train
42357,train
42358,train
42360,train
42362,train
42363,train
42365,train
42367,train
42369,train
42372,train
42373,train
42377,train
42378,train
42380,train
42381,train
42384,train
42385,train
42387,train
42388,train
42392,train
42394,train
42395,train
42397,train
42399,train
42401,train
42403,train
42405,train
42407,train
42410,train
42411,train
42414,train
42415,train
42417,train
42419,train
42420,train
42423,train
42425,train
42429,train
42430,train
42432,train
42434,train
42436,train
42437,train
42440,train
42441,train
42443,train
42446,train
42448,train
42449,train
42451,train
42454,train
42456,train
42458,train
42459,train
42461,train
42465,train
42466,train
42467,train
42470,train
42471,train
42472,train
42475,train
42477,train
42480,train
42481,train
42484,train
42485,train
42488,train
42489,train
42493,train
42494,train
42495,train
42498,train
42500,train
42502,train
42503,train
42506,train
42507,train
42509,train
42513,train
42514,train
42515,train
42517,train
42520,train
42522,train
42523,train
42526,train
42528,train
42529,train
42532,train
42534,train
42536,train
42537,train
42540,train
42541,train
42545,train
42546,train
42548,train
42550,train
42552,train
42553,train
42555,train
42556,train
42559,train
42561,train
42563,train
42566,train
42567,train
42569,train
42571,train
42573,train
42576,train
42578,train
42580,train
42582,train
42584,train
42585,train
42588,train
42590,train
42592,train
42593,train
42596,train
42597,train
42600,train
42602,train
42603,train
42606,train
42608,train
42609,train
42613,train
42614,train
42616,train
42617,train
42620,train
42621,train
42623,train
42625,train
42627,train
42628,train
42632,train
42633,train
42635,train
42638,train
42641,train
42642,train
42643,train
42644,train
42647,train
42648,train
42652,train
42654,train
42657,train
42658,train
42659,train
42661,train
42664,train
42666,train
42667,train
42668,train
42671,train
42674,train
42675,train
42677,train
42679,train
42682,train
42683,train
42684,train
42687,train
42689,train
42692,train
42694,train
42696,train
42698,train
42701,train
42702,train
42703,train
42706,train
42707,train
42709,train
42713,train
42714,train
42715,train
42717,train
42719,train
42722,train
42724,train
42725,train
42727,train
42729,train
42733,train
42734,train
42736,train
42738,train
42739,train
42740,train
42743,train
42745,train
42747,train
42749,train
42752,train
42754,train
42756,train
42758,train
42760,train
42762,train
42763,train
42765,train
42768,train
42770,train
42773,train
42774,train
42777,train
42778,train
42780,train
42781,train
42784,train
42786,train
42788,train
42789,train
42791,train
42792,train
42795,train
42796,train
42800,train
42801,train
42804,train
42805,train
42807,train
42810,train
42813,train
42814,train
42815,train
42818,train
42819,train
42820,train
42823,train
42826,train
42828,train
42830,train
42832,train
42834,train
42836,train
42838,train
42841,train
42842,train
42843,train
42844,train
42849,train
42850,train
42851,train
42854,train
42855,train
42858,train
42860,train
42861,train
42864,train
42866,train
42869,train
42870,train
42871,train
42873,train
42877,train
42878,train
42881,train
42882,train
42883,train
42886,train
42887,train
42889,train
42891,train
42893,train
42897,train
42898,train
42901,train
42902,train
42903,train
42905,train
42909,train
42910,train
42913,train
42914,train
42915,train
42917,train
42919,train
42922,train
42924,train
42926,train
42929,train
42930,train
42932,train
42934,train
42938,train
42939,train
42943,train
42948,train
42952,train
42956,train
42961,train
42963,train
42968,train
42974,train
42978,train
42982,train
42986,train
42990,train
42994,train
42995,train
43000,train
43003,train
43009,train
43011,train
43016,train
43021,train
43024,train
43028,train
43033,train
43037,train
43041,train
43043,train
43048,train
43053,train
43055,train
43059,train
43064,train
43069,train
43072,train
43077,train
43079,train
43086,train
43089,train
43093,train
43098,train
43099,train
43106,train
43108,train
43111,train
43115,train
43122,train
43124,train
43129,train
43131,train
43136,train
43140,train
43143,train
43149,train
43151,train
43158,train
43162,train
43165,train
43168,train
43173,train
43177,train
43181,train
101359,train
101364,train
101369,train
101372,train
101377,train
101379,train
101382,train
101388,train
101392,train
101397,train
101401,train
101404,train
101409,train
101410,train
101416,train
101420,train
101424,train
155059,train
155065,train
155067,train
155071,train
155076,val
155077,train
155078,train
155079,val
155082,val
155084,train
155086,train
155088,val
155092,val
155093,train
155095,val
155097,train
155098,train
155101,val
155102,train
155103,val
155108,val
155109,train
155112,val
155113,train
155116,val
155117,train
155121,val
155124,val
155127,val
155133,val
155134,val
155140,val
155142,val
155149,val
206103,train
206104,train
206107,train
206108,train
206111,train
206113,train
206115,train
206117,train
206119,train
206121,train
206123,train
140906,val
64406,train
172444,train
168835,val
193145,val
64299,train
140817,train
64383,val
76199,train
114101,train
114356,train
64236,train
12572,train
114318,train
114212,train
12801,train
12568,train
27014,train
141013,val
64083,val
126877,train
140875,train
27208,train
140895,train
27262,train
76286,train
64255,val
12584,train
63995,val
199993,train
64212,train
140705,val
64062,val
126718,train
168626,train
76392,train
172544,train
64200,val
76316,train
12464,train
42937,train
42940,train
42944,train
42947,train
42954,train
42957,train
42959,train
42966,train
42967,train
42973,train
42975,train
42981,train
42984,train
42988,train
42992,train
42996,train
42999,train
43005,train
43008,train
43012,train
43017,train
43022,train
43026,train
43030,train
43031,train
43035,train
43039,train
43044,train
43047,train
43054,train
43057,train
43061,train
43065,train
43070,train
43073,train
43078,train
43080,train
43085,train
43088,train
43091,train
43097,train
43102,train
43103,train
43109,train
43114,train
43116,train
43120,train
43123,train
43128,train
43133,train
43137,train
43139,train
43144,train
43150,train
43152,train
43155,train
43159,train
43163,train
43169,train
43172,train
43175,train
43182,train
43184,train
43186,train
43188,train
43189,train
43192,train
43193,train
43195,train
43197,train
43199,train
43201,train
43203,train
43204,train
43207,train
43210,train
43212,train
43214,train
43215,train
43218,train
43219,train
43222,train
43223,train
43224,train
43228,train
43230,train
43232,train
43234,train
43237,train
43238,train
43240,train
43242,train
43244,train
43246,train
43249,train
43250,train
43253,train
43254,train
43256,train
43258,train
43260,train
43262,train
43264,train
43266,train
43269,train
43270,train
43271,train
43273,train
43276,train
43278,train
43281,train
43282,train
43285,train
43286,train
43287,train
43289,train
43291,train
43293,train
43296,train
43297,train
43300,train
43302,train
43303,train
43304,train
43307,train
43309,train
43311,train
43313,train
43315,train
43317,train
43321,train
43322,train
43323,train
43326,train
43327,train
43329,train
43331,train
43332,train
43335,train
43338,train
43339,train
43340,train
43344,train
43346,train
43347,train
43348,train
43351,train
43354,train
43356,train
43357,train
43360,train
43362,train
43363,train
43364,train
43367,train
43368,train
43372,train
43373,train
43375,train
43376,train
43380,train
43382,train
43384,train
43386,train
43387,train
43389,train
43391,train
43393,train
43396,train
43397,train
43399,train
43400,train
43403,train
43405,train
43408,train
43409,train
43411,train
43413,train
43416,train
43417,train
43419,train
43420,train
43425,train
43426,train
43427,train
43428,train
43432,train
43434,train
43435,train
43436,train
43439,train
43440,train
43445,train
43446,train
43447,train
43449,train
43452,train
43454,train
43457,train
43458,train
43461,train
43462,train
43465,train
43466,train
43468,train
43469,train
43471,train
43474,train
43476,train
43478,train
43480,train
43482,train
43483,train
43486,train
43488,train
43489,train
43491,train
43494,train
43495,train
43497,train
43499,train
43500,train
43503,train
43505,train
43507,train
43509,train
43511,train
43514,train
43515,train
43516,train
43519,train
43522,train
43524,train
43525,train
43527,train
43528,train
43532,train
43533,train
43535,train
43537,train
43539,train
43541,train
43543,train
43545,train
43548,train
43550,train
43551,train
43554,train
43557,train
43558,train
43560,train
43562,train
43565,train
43566,train
43567,train
43569,train
43571,train
43574,train
43575,train
43578,train
43580,train
43582,train
43585,train
43586,train
43587,train
43590,train
43592,train
43593,train
43596,train
43597,train
43599,train
43601,train
43603,train
43604,train
43609,train
43610,train
43612,train
43614,train
43615,train
43617,train
43621,train
43622,train
43623,train
43625,train
43628,train
43630,train
43631,train
43633,train
43635,train
43636,train
43639,train
43641,train
43643,train
43644,train
43647,train
43650,train
43652,train
43653,train
43655,train
43657,train
43659,train
43661,train
43663,train
43664,train
43667,train
43669,train
43672,train
43673,train
43676,train
43677,train
43679,train
43681,train
43684,train
43685,train
43687,train
43688,train
43691,train
43692,train
43695,train
43697,train
43700,train
43702,train
43703,train
43706,train
43707,train
43708,train
43713,train
43714,train
43717,train
43718,train
43721,train
43722,train
43723,train
43726,train
43728,train
43730,train
43732,train
43733,train
43736,train
43737,train
43739,train
43742,train
43743,train
43744,train
43748,train
43749,train
43752,train
43753,train
43755,train
43756,train
43760,train
43762,train
43763,train
43765,train
43769,train
43770,train
43772,train
43773,train
43776,train
43777,train
