_row,operator,device,cell_id,split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,area,gap_type,wcl_lat,wcl_lon,sionna_power_cal,residual_cal,gp_correction,gp_corr_std,gp_rsrp,gp_residual,dist_regime
100008,1,pc1,26947072.0,val,-106.934375,-270.0,524.4538129704927,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,198.0046191461408,159.5328667592202,12.500174962305895,-145.40612738692056,38.471752386920556,500m+
100011,1,pc1,26947072.0,val,-107.75130208333331,-270.0,525.1856346551967,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,197.18769206280743,159.53349922176147,12.508726291028953,-145.4054949243793,37.65419284104598,500m+
100267,1,pc1,26947072.0,val,-107.55367647058824,-270.0,523.7376642330177,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,197.38531767555253,159.53223897979936,12.49180421060014,-145.4067551663414,37.85307869575317,500m+
100271,1,pc1,26947072.0,val,-106.08625,-270.0,521.6727626220638,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,198.8527441461408,159.5303794549252,12.467654533312798,-145.40861469121558,39.32236469121557,500m+
100277,1,pc1,26947072.0,val,-107.4225,-270.0,519.792937881265,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,197.5164941461408,159.52862218211843,12.445651817135088,-145.41037196402235,37.98787196402235,500m+
100280,1,pc1,26947072.0,val,-109.8125,-270.0,517.9056987870184,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.1264941461408,159.52679549373897,12.423545997010674,-145.4121986524018,35.5996986524018,500m+
100285,1,pc1,26947072.0,val,-108.604375,-270.0,516.9659990264652,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,196.3346191461408,159.5258623738913,12.412533063969114,-145.41313177224947,36.80875677224947,500m+
100289,1,pc1,26947072.0,val,-108.813125,-270.0,516.5886231449281,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,196.1258691461408,159.52548320199617,12.408109268686085,-145.4135109441446,36.600385944144605,500m+
100292,1,pc1,26947072.0,val,-108.915625,-270.0,516.5886231449281,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,196.0233691461408,159.52548320199617,12.408109268686085,-145.4135109441446,36.4978859441446,500m+
100296,1,pc1,26947072.0,val,-109.0625,-270.0,516.5810861089878,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.8764941461408,159.52547560311385,12.408020909342465,-145.41351854302692,36.351018543026925,500m+
100301,1,pc1,26947072.0,val,-108.940625,-270.0,516.7659985175316,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.9983691461408,159.52566173905126,12.41018863179424,-145.4133324070895,36.472707407089516,500m+
100304,1,pc1,26947072.0,val,-109.10625,-270.0,516.7659985175316,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.8327441461408,159.52566173905126,12.41018863179424,-145.4133324070895,36.30708240708951,500m+
100306,1,pc1,26947072.0,val,-108.88125,-270.0,516.7659985175316,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,196.0577441461408,159.52566173905126,12.41018863179424,-145.4133324070895,36.53208240708952,500m+
100311,1,pc1,26947072.0,val,-108.780625,-270.0,516.7659985175316,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,196.1583691461408,159.52566173905126,12.41018863179424,-145.4133324070895,36.63270740708951,500m+
100316,1,pc1,26947072.0,val,-109.3375,-270.0,516.7659985175316,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.6014941461408,159.52566173905126,12.41018863179424,-145.4133324070895,36.07583240708951,500m+
100321,1,pc1,26947072.0,val,-109.5175,-270.0,516.7659985175316,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.4214941461408,159.52566173905126,12.41018863179424,-145.4133324070895,35.895832407089515,500m+
100325,1,pc1,26947072.0,val,-109.415625,-270.0,516.5810861089878,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.5233691461408,159.52547560311385,12.408020909342465,-145.41351854302692,35.99789354302692,500m+
100327,1,pc1,26947072.0,val,-108.2275,-270.0,515.8414394328793,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,196.71149414614075,159.524724927618,12.399348575617376,-145.41426921852278,37.18676921852277,500m+
100332,1,pc1,26947072.0,val,-104.89625,-270.0,513.6149722214016,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,200.0427441461408,159.52240564012286,12.373229321973442,-145.41658850601792,40.52033850601792,500m+
100335,1,pc1,26947072.0,val,-105.67375,-270.0,509.716772147185,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,199.2652441461408,159.5181263581305,12.327450221933786,-145.42086778801027,39.74711778801027,500m+
100340,1,pc1,26947072.0,val,-103.29,-270.0,504.9092318461247,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,201.64899414614075,159.51245707731172,12.270914059065202,-145.42653706882905,42.13653706882904,500m+
100343,1,pc1,26947072.0,val,-104.93375,-270.0,499.3469664075793,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,200.0052441461408,159.50534190632723,12.2054073862185,-145.43365223981354,40.49990223981354,200-500m
100347,1,pc1,26947072.0,val,-102.085625,-270.0,493.0606328988495,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,202.8533691461408,159.49655764478615,12.131271022274527,-145.44243650135462,43.35681150135463,200-500m
100352,1,pc1,26947072.0,val,-102.55875,-270.0,486.9517164238877,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,202.3802441461408,159.48723742938898,12.059146992149303,-145.4517567167518,42.893006716751785,200-500m
100356,1,pc1,26947072.0,val,-103.528125,-270.0,480.8272545843528,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,201.4108691461408,159.47708727103688,11.98678688042352,-145.4619068751039,41.93378187510389,200-500m
100358,1,pc1,26947072.0,val,-105.63,-270.0,474.51793499855046,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,199.3089941461408,159.46575288844988,11.912217927366328,-145.4732412576909,39.84324125769089,200-500m
100365,1,pc1,26947072.0,val,-102.368125,-270.0,468.3856303623685,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,202.57086914614075,159.453848303832,11.839748953532236,-145.48514584230878,43.117020842308776,200-500m
100368,1,pc1,26947072.0,val,-105.061875,-270.0,462.4225462178241,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,199.8771191461408,159.44139869023056,11.769319611311593,-145.49759545591021,40.435720455910214,200-500m
100370,1,pc1,26947072.0,val,-106.14875,-270.0,456.4751398842249,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,198.7902441461408,159.42808963436144,11.699148353566368,-145.51090451177933,39.36215451177932,200-500m
100377,1,pc1,26947072.0,val,-109.095625,-270.0,450.1501977495945,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,195.8433691461408,159.41291823595836,11.624643045146728,-145.5260759101824,36.430450910182415,200-500m
100543,1,pc1,26947072.0,val,-95.10859375,-69.69669342041016,210.1058331175982,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-104.63568756655091,9.52709381655093,-26.731086692934788,9.202211024529129,-131.3667742594857,36.25818050948571,200-500m
100548,1,pc1,26947072.0,val,-96.35625,-68.5216064453125,204.1834390123909,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-103.46060059145329,7.104350591453269,-27.84011805396283,9.186786027356252,-131.3007186454161,34.94446864541611,200-500m
100553,1,pc1,26947072.0,val,-96.17875,-69.05848693847656,199.007865764234,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-103.99748108461732,7.81873108461734,-27.289515399084184,9.18966956979519,-131.28699648370153,35.108246483701535,0-200m
100554,1,pc1,26947072.0,val,-93.87375,-57.81584167480469,194.9432547365197,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.75483582094546,-1.118914179054542,-37.02589663719367,9.04811145475083,-129.78073245813914,35.90698245813914,0-200m
100559,1,pc1,26947072.0,val,-95.1175,-57.67617034912109,191.98932541488156,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.61516449526188,-2.502335504738141,-37.087250621360944,9.042568613855368,-129.7024151166228,34.584915116622795,0-200m
100563,1,pc1,26947072.0,val,-94.89625,-57.62666320800781,190.1458210259222,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.56565735414858,-2.330592645851411,-37.09890393006672,9.038925028581343,-129.6645612842153,34.7683112842153,0-200m
100567,1,pc1,26947072.0,val,-96.05875,-57.59113311767578,188.85081774095343,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.53012726381657,-3.5286227361834506,-37.107140368102016,9.036388708211435,-129.63726763191858,33.57851763191857,0-200m
100570,1,pc1,26947072.0,val,-95.386875,-57.57080078125,188.11758620981485,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.50979492739076,-2.877080072609232,-37.11177453374566,9.034961043013011,-129.62156946113643,34.23469446113643,0-200m
100576,1,pc1,26947072.0,val,-94.31625,-57.57032775878906,188.10414106200025,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.50932190492983,-1.8069280950701625,-37.11192496986425,9.034935458529837,-129.62124687479408,35.304996874794085,0-200m
100581,1,pc1,26947072.0,val,-94.3825,-57.57525634765625,188.28252872882567,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.51425049379702,-1.868249506202972,-37.11082187371659,9.035282381265928,-129.6250723675136,35.24257236751362,0-200m
100583,1,pc1,26947072.0,val,-94.30875,-57.57501220703125,188.2759812271196,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.51400635317202,-1.7947436468279818,-37.11090459160105,9.035269987187428,-129.62491094477306,35.31616094477306,0-200m
100589,1,pc1,26947072.0,val,-94.349375,-57.57965087890625,188.4545236037213,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.51864502504702,-1.8307299749529733,-37.10998923872982,9.035619128563326,-129.62863426377683,35.27925926377684,0-200m
100593,1,pc1,26947072.0,val,-94.496875,-57.5992431640625,188.4545236037213,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.53823731020329,-1.9586376897967317,-37.096930232455584,9.035513544578748,-129.63516754265885,35.138292542658846,0-200m
100594,1,pc1,26947072.0,val,-94.45625,-57.60440826416016,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.54340241030091,-1.912847589699069,-37.09572660967648,9.035873368254688,-129.63912901997742,35.18287901997742,0-200m
100598,1,pc1,26947072.0,val,-94.57875,-57.60441589355469,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.54341003969546,-2.0353399603045403,-37.09572151726153,9.035873327653869,-129.63913155695698,35.06038155695698,0-200m
100605,1,pc1,26947072.0,val,-94.62875,-57.60440826416016,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.54340241030091,-2.0853475896990687,-37.09572660967648,9.035873368254688,-129.63912901997742,35.01037901997742,0-200m
100606,1,pc1,26947072.0,val,-94.696875,-57.60441589355469,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.54341003969546,-2.1534649603045466,-37.09572151726153,9.035873327653869,-129.63913155695698,34.94225655695698,0-200m
100613,1,pc1,26947072.0,val,-94.60125,-57.60440826416016,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.54340241030091,-2.0578475896990653,-37.09572660967648,9.035873368254688,-129.63912901997742,35.037879019977424,0-200m
100614,1,pc1,26947072.0,val,-95.74125,-57.58479309082031,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.52378723696108,-3.2174627630389097,-37.10880960031978,9.035979446496391,-129.63259683728086,33.891346837280864,0-200m
100621,1,pc1,26947072.0,val,-97.679375,-57.58479309082031,188.63954667613189,1800.0,Residential,TypeB,52.49205461706331,13.304676129225175,-92.52378723696108,-5.155587763038909,-37.10880960031978,9.035979446496391,-129.63259683728086,31.953221837280864,0-200m
100624,1,pc1,26947072.0,val,-98.77125,-57.60440826416016,188.63954667613189,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.54340241030091,-6.227847589699067,-37.09572660967648,9.035873368254688,-129.63912901997742,30.867879019977423,0-200m
100627,1,pc1,26947072.0,val,-97.770625,-57.58362579345703,187.89945795641387,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.5226199395978,-5.248005060402193,-37.10057359418937,9.034436755593587,-129.62319353378717,31.852568533787178,0-200m
100633,1,pc1,26947072.0,val,-97.15,-57.55857849121094,187.0008676541014,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.49757263735172,-4.652427362648297,-37.10615764468593,9.032698915653317,-129.60373028203765,32.45373028203764,0-200m
100635,1,pc1,26947072.0,val,-96.249375,-57.97721862792969,183.27412519165455,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.91621277407046,-3.333162225929541,-36.778357952436636,9.024268736900597,-129.6945707265071,33.445195726507094,0-200m
100641,1,pc1,26947072.0,val,-96.256875,-57.75677490234375,177.68457312165071,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.69576904848452,-3.561105951515472,-36.85319642641849,9.014233933528457,-129.548965474903,33.29209047490302,0-200m
100645,1,pc1,26947072.0,val,-98.336875,-57.53913879394531,171.93598062030202,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.47813294008608,-5.858742059913922,-36.91261726437668,9.004342235289082,-129.39075020446276,31.053875204462756,0-200m
100646,1,pc1,26947072.0,val,-95.59375,-57.3203353881836,166.55099539444268,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.25932953432437,-3.3344204656756347,-36.96589204964424,8.995536365262328,-129.22522158396862,33.63147158396862,0-200m
100650,1,pc1,26947072.0,val,-98.71,-56.903106689453125,161.00735023929116,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-91.8421008355939,-6.867899164406097,-37.1222995711681,8.987113244878541,-128.964400406762,30.254400406762002,0-200m
100655,1,pc1,26947072.0,val,-100.346875,-56.696250915527344,156.56084006132951,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-91.63524506166812,-8.711629938331882,-37.155839440189055,8.980666749684612,-128.79108450185717,28.444209501857173,0-200m
100660,1,pc1,26947072.0,val,-99.39,-56.47383880615234,151.72395193152067,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-91.41283295229312,-7.977167047706885,-37.177623165840615,8.97405813115963,-128.59045611813372,29.200456118133715,0-200m
100663,1,pc1,26947072.0,val,-99.246875,-54.17991638183594,147.62726909834544,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-89.11891052797671,-10.127964472023294,-38.206462658685425,8.993424572987124,-127.32537318666213,28.07849818666213,0-200m
100666,1,pc1,26947072.0,val,-97.465,-54.047462463378906,144.4689526506044,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-88.98645660951968,-8.478543390480326,-38.17338868689555,8.989182564095989,-127.15984529641523,29.694845296415224,0-200m
100670,1,pc1,26947072.0,val,-99.72875,-53.93134307861328,141.6742268719974,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-88.87033722475405,-10.858412775245952,-38.138733107254616,8.985504962518771,-127.00907033200866,27.280320332008657,0-200m
100677,1,pc1,26947072.0,val,-98.25875,-53.8076171875,139.07746275703516,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-88.74661133364077,-9.512138666359236,-38.108718909784656,8.982523029972274,-126.85533024342543,28.59658024342542,0-200m
100680,1,pc1,26947072.0,val,-96.945625,-53.70238494873047,136.6788306743695,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-88.64137909487124,-8.304245905128766,-38.073569227910625,8.97963875624155,-126.71494832278186,29.769323322781858,0-200m
100683,1,pc1,26947072.0,val,-95.65816326530611,-53.78955841064453,133.3769161461791,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-88.7285525567853,-6.929610708520812,-37.92926459897085,8.971009434840418,-126.65781715575616,30.99965389045005,0-200m
100711,1,pc1,26947072.0,val,-92.2116935483871,-80.56092071533203,93.4732473203475,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-115.4999148614728,23.2882213130857,-16.778394951676937,9.37913608164,-132.27830981314975,40.066616264762644,0-200m
100716,1,pc1,26947072.0,val,-90.16460396039604,-82.35914611816406,87.03914340630429,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-117.29814026430483,27.1335363039088,-15.430734197470475,9.51447714827545,-132.72887446177532,42.56427050137928,0-200m
100720,1,pc1,26947072.0,val,-91.57891414141416,-70.88751220703125,79.65557900908001,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-105.82650635317202,14.247592211757862,-25.716599649760454,9.169151383958825,-131.54310600293246,39.9641918615183,0-200m
100724,1,pc1,26947072.0,val,-90.12685643564356,-70.25537109375,71.89679387834286,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-105.19436523989076,15.067508804247211,-26.478123569769934,9.16972881290105,-131.6724888096607,41.545632374017146,0-200m
100726,1,pc1,26947072.0,val,-89.14078282828282,-58.86175537109375,64.75546466832512,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-93.80074951723452,4.659966688951698,-33.85904614212247,9.053949042601074,-127.659795659357,38.51901283107418,0-200m
100730,1,pc1,26947072.0,val,-89.64375,-58.219871520996094,57.78512721589304,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-93.15886566713688,3.515115667136868,-34.32178836214991,9.058296052682783,-127.48065402928677,37.83690402928677,0-200m
100736,1,pc1,26947072.0,val,-91.955,-57.55760955810547,50.9604261660743,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.49660370424624,0.541603704246242,-34.98826504905581,9.064828847877308,-127.48486875330205,35.529868753302054,0-200m
100740,1,pc1,26947072.0,val,-93.9975,-56.691314697265625,44.10775713557336,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-91.6303088434064,-2.3671911565936057,-36.0080141695341,9.069620909471524,-127.6383230129405,33.6408230129405,0-200m
100742,1,pc1,26947072.0,val,-92.23452970297028,-55.79288482666016,37.15121189610939,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-90.73187897280091,-1.50265073016935,-37.349726753300814,9.072866881985956,-128.08160572610174,35.847076023131464,0-200m
100747,1,pc1,26947072.0,val,-93.058125,-54.87319946289063,30.11254267407584,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-89.8121936090314,-3.2459313909686074,-38.95105108397642,9.071211914952352,-128.7632446930078,35.7051196930078,0-200m
100750,1,pc1,26947072.0,val,-95.61111111111111,-53.84125518798828,22.66586923917309,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-88.78024933412905,-6.830861776982061,-40.73629148233995,9.062325872568001,-129.516540816469,33.905429705357875,0-200m
100756,1,pc1,26947072.0,val,-98.009375,-52.92066955566406,15.2270773288021,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-87.85966370180483,-10.149711298195172,-42.517811754205255,9.06730455752459,-130.37747545601007,32.36810045601007,0-200m
100758,1,pc1,26947072.0,val,-98.36875,-52.34153747558594,8.293120474653241,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-87.28053162172671,-11.088218378273297,-44.677718335224746,9.137915219098486,-131.95824995695145,33.58949995695144,0-200m
100762,1,pc1,26947072.0,val,-96.76608910891088,-52.164833068847656,8.21562479543127,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-87.10382721498843,-9.662261893922448,-44.62066555741216,9.135155013099103,-131.7244927724006,34.95840366348972,0-200m
100769,1,pc1,26947072.0,val,-96.630625,-69.48123931884766,14.24426148487871,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-104.42023346498844,7.789608464988433,-38.47399574551492,9.732010824872624,-142.89422921050334,46.263604210503345,0-200m
100773,1,pc1,26947072.0,val,-96.49810606060606,-68.06029510498047,21.811677199206525,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-102.99928925112124,6.501183190515178,-35.718898926873635,9.410980057904569,-138.71818817799488,42.22008211738881,0-200m
100775,1,pc1,26947072.0,val,-97.16336633663366,-54.75596618652344,29.352337437853546,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-89.69496033266421,-7.468406003969449,-39.13511662061718,9.070306713296828,-128.83007695328138,31.66671061664772,0-200m
100780,1,pc1,26947072.0,val,-98.17676767676768,-55.86148071289063,37.68438453284943,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-90.8004748590314,-7.376292817736285,-37.23698424053691,9.072741042666207,-128.0374590995683,29.860691422800627,0-200m
100785,1,pc1,26947072.0,val,-100.089375,-56.963111877441406,46.67114568698929,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-91.90210602358218,-8.187268976417826,-35.60973804547987,9.066825397040567,-127.51184406906205,27.422469069062046,0-200m
100787,1,pc1,26947072.0,val,-100.09375,-57.89623260498047,54.825826227147,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-92.83522675112124,-7.25852324887876,-34.59439914933831,9.06011856962106,-127.42962590045954,27.33587590045954,0-200m
100791,1,pc1,26947072.0,val,-99.56125,-58.703460693359375,63.5825782234364,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-93.64245483950016,-5.918795160499855,-33.9480531563361,9.053542955166154,-127.59050799583625,28.029257995836247,0-200m
100797,1,pc1,26947072.0,val,-101.041875,-69.98712158203125,72.19232266805271,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-104.92611572817202,3.884240728172017,-26.68279003319346,9.166433901914424,-131.6089057613655,30.567030761365487,0-200m
100800,1,pc1,26947072.0,val,-100.915625,-70.34667205810547,80.64635775302267,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-105.28566620424624,4.370041204246235,-26.143146485207716,9.163107510261687,-131.42881268945396,30.513187689453957,0-200m
100804,1,pc1,26947072.0,val,-102.05012376237624,-70.94165802001953,88.75482103828585,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-105.8806521661603,3.830528403784058,-25.47528485033136,9.165226201413082,-131.35593701649165,29.305813254115407,0-200m
100808,1,pc1,26947072.0,val,-104.04861111111111,-71.73063659667969,96.52338807942898,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-106.66963074282046,2.621019631709345,-24.665974543234583,9.170247170043313,-131.33560528605506,27.286994174943942,0-200m
100813,1,pc1,26947072.0,val,-103.04125,-78.10726165771484,104.48178890146085,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-113.04625580385562,10.00500580385561,-18.71471288025801,9.257706655331711,-131.76096868411364,28.71971868411363,0-200m
100815,1,pc1,26947072.0,val,-102.70420792079209,-76.07022094726562,112.07913026759364,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-111.0092150934064,8.30500717261431,-20.478696158084396,9.209393137772585,-131.4879112514908,28.783703330698714,0-200m
100818,1,pc1,26947072.0,val,-102.09217171717172,-68.42243957519531,119.30902002139524,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-103.36143372133608,1.2692620041643607,-27.5302305691551,9.151968638290441,-130.89166429049118,28.799492573319455,0-200m
100824,1,pc1,26947072.0,val,-101.014375,-81.03590393066406,125.42814865790852,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-115.97489807680483,14.960523076804831,-15.831135769197662,9.281620708964914,-131.8060338460025,30.79165884600249,0-200m
100826,1,pc1,26947072.0,val,-102.1675,-83.09320068359375,130.24638139361917,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-118.03219482973452,15.864694829734518,-14.037049297034148,9.336842980602675,-132.06924412676867,29.901744126768662,0-200m
100831,1,pc1,26947072.0,val,-101.151875,-81.1540298461914,134.1380421396293,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-116.09302399233218,14.941148992332174,-15.678902025850473,9.268377566193175,-131.77192601818265,30.62005101818265,0-200m
100835,1,pc1,26947072.0,val,-99.83875,-78.39469146728516,137.28947755743732,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-113.33368561342591,13.494935613425923,-18.14491308210778,9.218823781950974,-131.47859869553372,31.639848695533715,0-200m
100841,1,pc1,26947072.0,val,-98.399375,-78.41068267822266,140.2595086834909,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-113.34967682436344,14.950301824363422,-18.1237318371568,9.21763877786343,-131.47340866152024,33.07403366152023,0-200m
100843,1,pc1,26947072.0,val,-96.714375,-78.14541625976562,144.3392833273983,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-113.0844104059064,16.370035405906393,-18.36359160555935,9.213994032432465,-131.44800201146575,34.73362701146574,0-200m
100846,1,pc1,26947072.0,val,-95.265625,-90.71227264404295,148.9735302620164,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-125.65126679018374,30.38564179018374,-7.9289041297677585,9.833794137687638,-133.58017091995148,38.314545919951485,0-200m
100850,1,pc1,26947072.0,val,-88.714375,-90.38043212890624,153.61305855284036,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-125.31942627504702,36.60505127504702,-8.195744414951491,9.784769182450075,-133.5151706899985,44.80079568999851,0-200m
100856,1,pc1,26947072.0,val,-88.4475,-90.60226440429688,157.69551148028776,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-125.54125855043765,37.09375855043764,-8.030678804964953,9.800253501061606,-133.5719373554026,45.124437355402605,0-200m
100861,1,pc1,26947072.0,val,-90.394375,-83.8346939086914,161.2203167364502,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-118.77368805483218,28.37931305483218,-13.414729485224846,9.319256639331755,-132.18841754005703,41.794042540057035,0-200m
100865,1,pc1,26947072.0,val,-89.238125,-76.70540618896484,164.0018648181916,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-111.64440033510562,22.40627533510562,-19.73563055854295,9.20942716983622,-131.38003089364855,42.141905893648556,0-200m
100869,1,pc1,26947072.0,val,-87.085,-85.072265625,166.971022286988,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-120.01125977114076,32.92625977114078,-12.429244273874964,9.368267354572772,-132.44050404501573,45.355504045015735,0-200m
100873,1,pc1,26947072.0,val,-95.32375,-84.48983764648438,170.68146695548944,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-119.42883179262516,24.105081792625143,-12.91968302283442,9.342804509471135,-132.34851481545957,37.02476481545956,0-200m
100875,1,pc1,26947072.0,val,-101.95625,-84.8265151977539,175.68898576913617,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-119.76550934389468,17.80925934389468,-12.67325271210747,9.357909719180299,-132.43876205600213,30.482512056002136,0-200m
100878,1,pc1,26947072.0,val,-106.16375,-82.30093383789062,182.36154318844245,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-117.2399279840314,11.076177984031403,-14.811951638992255,9.279514829325688,-132.05187962302364,25.888129623023644,0-200m
153973,1,pc4,26947072.0,val,-105.5681818181818,-270.0,554.40384153169,1800.0,Residential,Unflagged,52.49205461706331,13.304676129225175,-304.9389941461408,199.37081232795896,159.55170592123488,12.847687953867032,-145.3872882249059,39.81910640672409,500m+
