_row,device,measurement,ts_gps,date_str,operator,split,gap_type
64996,pc2,1,2021-06-22 11:29:56,2021-06-22,2,train,Unflagged
64997,pc2,1,2021-06-22 11:29:57,2021-06-22,2,train,Unflagged
64998,pc2,1,2021-06-22 11:29:58,2021-06-22,2,train,Unflagged
64999,pc2,1,2021-06-22 11:29:59,2021-06-22,2,train,Unflagged
65000,pc2,1,2021-06-22 11:30:00,2021-06-22,2,train,Unflagged
65001,pc2,1,2021-06-22 11:30:01,2021-06-22,2,train,Unflagged
65002,pc2,1,2021-06-22 11:30:02,2021-06-22,2,train,Unflagged
65003,pc2,1,2021-06-22 11:30:03,2021-06-22,2,train,Unflagged
65004,pc2,1,2021-06-22 11:30:04,2021-06-22,2,train,Unflagged
65005,pc2,1,2021-06-22 11:30:05,2021-06-22,2,train,Unflagged
65006,pc2,1,2021-06-22 11:30:06,2021-06-22,2,train,Unflagged
65007,pc2,1,2021-06-22 11:30:07,2021-06-22,2,train,Unflagged
65008,pc2,1,2021-06-22 11:30:08,2021-06-22,2,train,Unflagged
65009,pc2,1,2021-06-22 11:30:09,2021-06-22,2,train,Unflagged
65010,pc2,1,2021-06-22 11:30:10,2021-06-22,2,train,Unflagged
65011,pc2,1,2021-06-22 11:30:11,2021-06-22,2,train,Unflagged
65012,pc2,1,2021-06-22 11:30:12,2021-06-22,2,train,Unflagged
65013,pc2,1,2021-06-22 11:30:13,2021-06-22,2,train,Unflagged
65014,pc2,1,2021-06-22 11:30:14,2021-06-22,2,train,Unflagged
65015,pc2,1,2021-06-22 11:30:15,2021-06-22,2,train,Unflagged
65016,pc2,1,2021-06-22 11:30:16,2021-06-22,2,train,Unflagged
65017,pc2,1,2021-06-22 11:30:17,2021-06-22,2,train,Unflagged
65018,pc2,1,2021-06-22 11:30:18,2021-06-22,2,train,Unflagged
65019,pc2,1,2021-06-22 11:30:19,2021-06-22,2,train,Unflagged
65020,pc2,1,2021-06-22 11:30:20,2021-06-22,2,train,Unflagged
65021,pc2,1,2021-06-22 11:30:21,2021-06-22,2,train,Unflagged
65022,pc2,1,2021-06-22 11:30:22,2021-06-22,2,train,Unflagged
65023,pc2,1,2021-06-22 11:30:23,2021-06-22,2,train,Unflagged
65024,pc2,1,2021-06-22 11:30:24,2021-06-22,2,train,Unflagged
65025,pc2,1,2021-06-22 11:30:25,2021-06-22,2,train,Unflagged
65026,pc2,1,2021-06-22 11:30:26,2021-06-22,2,train,Unflagged
65027,pc2,1,2021-06-22 11:30:27,2021-06-22,2,train,Unflagged
65028,pc2,1,2021-06-22 11:30:28,2021-06-22,2,train,Unflagged
65029,pc2,1,2021-06-22 11:30:29,2021-06-22,2,train,Unflagged
65030,pc2,1,2021-06-22 11:30:30,2021-06-22,2,train,Unflagged
65031,pc2,1,2021-06-22 11:30:31,2021-06-22,2,train,Unflagged
65032,pc2,1,2021-06-22 11:30:32,2021-06-22,2,train,Unflagged
65033,pc2,1,2021-06-22 11:30:33,2021-06-22,2,train,Unflagged
65034,pc2,1,2021-06-22 11:30:34,2021-06-22,2,train,Unflagged
65035,pc2,1,2021-06-22 11:30:35,2021-06-22,2,train,Unflagged
65036,pc2,1,2021-06-22 11:30:36,2021-06-22,2,train,Unflagged
65037,pc2,1,2021-06-22 11:30:37,2021-06-22,2,train,Unflagged
65038,pc2,1,2021-06-22 11:30:38,2021-06-22,2,train,Unflagged
65039,pc2,1,2021-06-22 11:30:39,2021-06-22,2,train,Unflagged
65040,pc2,1,2021-06-22 11:30:40,2021-06-22,2,train,Unflagged
65041,pc2,1,2021-06-22 11:30:41,2021-06-22,2,train,Unflagged
65042,pc2,1,2021-06-22 11:30:42,2021-06-22,2,train,Unflagged
65043,pc2,1,2021-06-22 11:30:43,2021-06-22,2,train,Unflagged
65044,pc2,1,2021-06-22 11:30:44,2021-06-22,2,train,Unflagged
65045,pc2,1,2021-06-22 11:30:45,2021-06-22,2,train,Unflagged
65046,pc2,1,2021-06-22 11:30:46,2021-06-22,2,train,Unflagged
65047,pc2,1,2021-06-22 11:30:47,2021-06-22,2,train,Unflagged
65048,pc2,1,2021-06-22 11:30:48,2021-06-22,2,train,Unflagged
65049,pc2,1,2021-06-22 11:30:49,2021-06-22,2,train,Unflagged
65050,pc2,1,2021-06-22 11:30:50,2021-06-22,2,train,Unflagged
65051,pc2,1,2021-06-22 11:30:51,2021-06-22,2,train,Unflagged
65052,pc2,1,2021-06-22 11:30:52,2021-06-22,2,train,Unflagged
65053,pc2,1,2021-06-22 11:30:53,2021-06-22,2,train,Unflagged
65054,pc2,1,2021-06-22 11:30:54,2021-06-22,2,train,Unflagged
65055,pc2,1,2021-06-22 11:30:55,2021-06-22,2,train,Unflagged
65056,pc2,1,2021-06-22 11:30:56,2021-06-22,2,train,Unflagged
65057,pc2,1,2021-06-22 11:30:57,2021-06-22,2,train,Unflagged
65058,pc2,1,2021-06-22 11:30:58,2021-06-22,2,train,Unflagged
65059,pc2,1,2021-06-22 11:30:59,2021-06-22,2,train,Unflagged
65060,pc2,1,2021-06-22 11:31:00,2021-06-22,2,train,Unflagged
65061,pc2,1,2021-06-22 11:31:01,2021-06-22,2,train,Unflagged
65062,pc2,1,2021-06-22 11:31:02,2021-06-22,2,train,Unflagged
65063,pc2,1,2021-06-22 11:31:03,2021-06-22,2,train,Unflagged
65064,pc2,1,2021-06-22 11:31:04,2021-06-22,2,train,Unflagged
65065,pc2,1,2021-06-22 11:31:05,2021-06-22,2,train,Unflagged
65066,pc2,1,2021-06-22 11:31:06,2021-06-22,2,train,Unflagged
65067,pc2,1,2021-06-22 11:31:07,2021-06-22,2,train,Unflagged
65068,pc2,1,2021-06-22 11:31:08,2021-06-22,2,train,Unflagged
65069,pc2,1,2021-06-22 11:31:09,2021-06-22,2,train,Unflagged
65070,pc2,1,2021-06-22 11:31:10,2021-06-22,2,train,Unflagged
65071,pc2,1,2021-06-22 11:31:11,2021-06-22,2,train,Unflagged
65072,pc2,1,2021-06-22 11:31:12,2021-06-22,2,train,Unflagged
65073,pc2,1,2021-06-22 11:31:13,2021-06-22,2,train,Unflagged
65074,pc2,1,2021-06-22 11:31:14,2021-06-22,2,train,Unflagged
65075,pc2,1,2021-06-22 11:31:15,2021-06-22,2,train,Unflagged
65076,pc2,1,2021-06-22 11:31:16,2021-06-22,2,train,Unflagged
65077,pc2,1,2021-06-22 11:31:17,2021-06-22,2,train,Unflagged
65078,pc2,1,2021-06-22 11:31:18,2021-06-22,2,train,Unflagged
65079,pc2,1,2021-06-22 11:31:19,2021-06-22,2,train,Unflagged
65080,pc2,1,2021-06-22 11:31:20,2021-06-22,2,train,Unflagged
65081,pc2,1,2021-06-22 11:31:21,2021-06-22,2,train,Unflagged
65082,pc2,1,2021-06-22 11:31:22,2021-06-22,2,train,Unflagged
65083,pc2,1,2021-06-22 11:31:23,2021-06-22,2,train,Unflagged
65084,pc2,1,2021-06-22 11:31:24,2021-06-22,2,train,Unflagged
65085,pc2,1,2021-06-22 11:31:25,2021-06-22,2,train,Unflagged
65086,pc2,1,2021-06-22 11:31:26,2021-06-22,2,train,Unflagged
65087,pc2,1,2021-06-22 11:31:27,2021-06-22,2,train,Unflagged
65088,pc2,1,2021-06-22 11:31:28,2021-06-22,2,train,Unflagged
65089,pc2,1,2021-06-22 11:31:29,2021-06-22,2,train,Unflagged
65090,pc2,1,2021-06-22 11:31:30,2021-06-22,2,train,Unflagged
65091,pc2,1,2021-06-22 11:31:31,2021-06-22,2,train,Unflagged
65092,pc2,1,2021-06-22 11:31:32,2021-06-22,2,train,Unflagged
65093,pc2,1,2021-06-22 11:31:33,2021-06-22,2,train,Unflagged
65094,pc2,1,2021-06-22 11:31:34,2021-06-22,2,train,Unflagged
65095,pc2,1,2021-06-22 11:31:35,2021-06-22,2,train,Unflagged
65096,pc2,1,2021-06-22 11:31:36,2021-06-22,2,train,Unflagged
65097,pc2,1,2021-06-22 11:31:37,2021-06-22,2,train,Unflagged
65098,pc2,1,2021-06-22 11:31:38,2021-06-22,2,train,Unflagged
65099,pc2,1,2021-06-22 11:31:39,2021-06-22,2,train,Unflagged
65100,pc2,1,2021-06-22 11:31:40,2021-06-22,2,train,Unflagged
65101,pc2,1,2021-06-22 11:31:41,2021-06-22,2,train,Unflagged
65102,pc2,1,2021-06-22 11:31:42,2021-06-22,2,train,Unflagged
65103,pc2,1,2021-06-22 11:31:43,2021-06-22,2,train,Unflagged
65104,pc2,1,2021-06-22 11:31:44,2021-06-22,2,train,Unflagged
65105,pc2,1,2021-06-22 11:31:45,2021-06-22,2,train,Unflagged
65106,pc2,1,2021-06-22 11:31:46,2021-06-22,2,train,Unflagged
65107,pc2,1,2021-06-22 11:31:47,2021-06-22,2,train,Unflagged
65108,pc2,1,2021-06-22 11:31:48,2021-06-22,2,train,Unflagged
65109,pc2,1,2021-06-22 11:31:49,2021-06-22,2,train,Unflagged
65110,pc2,1,2021-06-22 11:31:50,2021-06-22,2,train,Unflagged
65111,pc2,1,2021-06-22 11:31:51,2021-06-22,2,train,Unflagged
65112,pc2,1,2021-06-22 11:31:52,2021-06-22,2,train,Unflagged
65113,pc2,1,2021-06-22 11:31:53,2021-06-22,2,train,Unflagged
65114,pc2,1,2021-06-22 11:31:54,2021-06-22,2,train,Unflagged
65115,pc2,1,2021-06-22 11:31:55,2021-06-22,2,train,Unflagged
65116,pc2,1,2021-06-22 11:31:56,2021-06-22,2,train,Unflagged
65117,pc2,1,2021-06-22 11:31:57,2021-06-22,2,train,Unflagged
65118,pc2,1,2021-06-22 11:31:58,2021-06-22,2,train,Unflagged
65119,pc2,1,2021-06-22 11:31:59,2021-06-22,2,train,Unflagged
65120,pc2,1,2021-06-22 11:32:00,2021-06-22,2,train,Unflagged
65121,pc2,1,2021-06-22 11:32:01,2021-06-22,2,train,Unflagged
65122,pc2,1,2021-06-22 11:32:02,2021-06-22,2,train,Unflagged
65123,pc2,1,2021-06-22 11:32:03,2021-06-22,2,train,Unflagged
65124,pc2,1,2021-06-22 11:32:04,2021-06-22,2,train,Unflagged
65125,pc2,1,2021-06-22 11:32:05,2021-06-22,2,train,Unflagged
65126,pc2,1,2021-06-22 11:32:06,2021-06-22,2,train,Unflagged
65127,pc2,1,2021-06-22 11:32:07,2021-06-22,2,train,Unflagged
65128,pc2,1,2021-06-22 11:32:08,2021-06-22,2,train,Unflagged
65129,pc2,1,2021-06-22 11:32:09,2021-06-22,2,train,Unflagged
65130,pc2,1,2021-06-22 11:32:10,2021-06-22,2,train,Unflagged
65131,pc2,1,2021-06-22 11:32:11,2021-06-22,2,train,Unflagged
65132,pc2,1,2021-06-22 11:32:12,2021-06-22,2,train,Unflagged
65133,pc2,1,2021-06-22 11:32:13,2021-06-22,2,train,Unflagged
65134,pc2,1,2021-06-22 11:32:14,2021-06-22,2,train,Unflagged
65135,pc2,1,2021-06-22 11:32:15,2021-06-22,2,train,Unflagged
65136,pc2,1,2021-06-22 11:32:16,2021-06-22,2,train,Unflagged
65137,pc2,1,2021-06-22 11:32:17,2021-06-22,2,train,Unflagged
65138,pc2,1,2021-06-22 11:32:18,2021-06-22,2,train,Unflagged
65139,pc2,1,2021-06-22 11:32:19,2021-06-22,2,train,Unflagged
65140,pc2,1,2021-06-22 11:32:20,2021-06-22,2,train,Unflagged
65141,pc2,1,2021-06-22 11:32:21,2021-06-22,2,train,Unflagged
65142,pc2,1,2021-06-22 11:32:22,2021-06-22,2,train,Unflagged
65143,pc2,1,2021-06-22 11:32:23,2021-06-22,2,train,Unflagged
65144,pc2,1,2021-06-22 11:32:24,2021-06-22,2,train,Unflagged
65145,pc2,1,2021-06-22 11:32:25,2021-06-22,2,train,Unflagged
65146,pc2,1,2021-06-22 11:32:26,2021-06-22,2,train,Unflagged
65147,pc2,1,2021-06-22 11:32:27,2021-06-22,2,train,Unflagged
65148,pc2,1,2021-06-22 11:32:28,2021-06-22,2,train,Unflagged
65149,pc2,1,2021-06-22 11:32:29,2021-06-22,2,train,Unflagged
65150,pc2,1,2021-06-22 11:32:30,2021-06-22,2,train,Unflagged
65151,pc2,1,2021-06-22 11:32:31,2021-06-22,2,train,Unflagged
65152,pc2,1,2021-06-22 11:32:32,2021-06-22,2,train,Unflagged
65153,pc2,1,2021-06-22 11:32:33,2021-06-22,2,train,Unflagged
65154,pc2,1,2021-06-22 11:32:34,2021-06-22,2,train,Unflagged
65155,pc2,1,2021-06-22 11:32:35,2021-06-22,2,train,Unflagged
65156,pc2,1,2021-06-22 11:32:36,2021-06-22,2,train,Unflagged
65157,pc2,1,2021-06-22 11:32:37,2021-06-22,2,train,Unflagged
65158,pc2,1,2021-06-22 11:32:38,2021-06-22,2,train,Unflagged
65159,pc2,1,2021-06-22 11:32:39,2021-06-22,2,train,Unflagged
65160,pc2,1,2021-06-22 11:32:40,2021-06-22,2,train,Unflagged
65161,pc2,1,2021-06-22 11:32:41,2021-06-22,2,train,Unflagged
65162,pc2,1,2021-06-22 11:32:42,2021-06-22,2,train,Unflagged
65163,pc2,1,2021-06-22 11:32:43,2021-06-22,2,train,Unflagged
65164,pc2,1,2021-06-22 11:32:44,2021-06-22,2,train,Unflagged
65165,pc2,1,2021-06-22 11:32:45,2021-06-22,2,train,Unflagged
65166,pc2,1,2021-06-22 11:32:46,2021-06-22,2,train,Unflagged
65167,pc2,1,2021-06-22 11:32:47,2021-06-22,2,train,Unflagged
65168,pc2,1,2021-06-22 11:32:48,2021-06-22,2,train,Unflagged
65169,pc2,1,2021-06-22 11:32:49,2021-06-22,2,train,Unflagged
65170,pc2,1,2021-06-22 11:32:50,2021-06-22,2,train,Unflagged
65171,pc2,1,2021-06-22 11:32:51,2021-06-22,2,train,Unflagged
65172,pc2,1,2021-06-22 11:32:52,2021-06-22,2,train,Unflagged
65173,pc2,1,2021-06-22 11:32:53,2021-06-22,2,train,Unflagged
65174,pc2,1,2021-06-22 11:32:54,2021-06-22,2,train,Unflagged
65175,pc2,1,2021-06-22 11:32:55,2021-06-22,2,train,Unflagged
65176,pc2,1,2021-06-22 11:32:56,2021-06-22,2,train,Unflagged
65177,pc2,1,2021-06-22 11:32:57,2021-06-22,2,train,Unflagged
65178,pc2,1,2021-06-22 11:32:58,2021-06-22,2,train,Unflagged
65179,pc2,1,2021-06-22 11:32:59,2021-06-22,2,train,Unflagged
65180,pc2,1,2021-06-22 11:33:00,2021-06-22,2,train,Unflagged
65181,pc2,1,2021-06-22 11:33:01,2021-06-22,2,train,Unflagged
65182,pc2,1,2021-06-22 11:33:02,2021-06-22,2,train,Unflagged
65183,pc2,1,2021-06-22 11:33:03,2021-06-22,2,train,Unflagged
65184,pc2,1,2021-06-22 11:33:04,2021-06-22,2,train,Unflagged
65185,pc2,1,2021-06-22 11:33:05,2021-06-22,2,train,Unflagged
65186,pc2,1,2021-06-22 11:33:06,2021-06-22,2,train,Unflagged
65187,pc2,1,2021-06-22 11:33:07,2021-06-22,2,train,Unflagged
65188,pc2,1,2021-06-22 11:33:08,2021-06-22,2,train,Unflagged
65189,pc2,1,2021-06-22 11:33:09,2021-06-22,2,train,Unflagged
65190,pc2,1,2021-06-22 11:33:10,2021-06-22,2,train,Unflagged
65191,pc2,1,2021-06-22 11:33:11,2021-06-22,2,train,Unflagged
65192,pc2,1,2021-06-22 11:33:12,2021-06-22,2,train,Unflagged
65193,pc2,1,2021-06-22 11:33:13,2021-06-22,2,train,Unflagged
65194,pc2,1,2021-06-22 11:33:14,2021-06-22,2,train,Unflagged
65195,pc2,1,2021-06-22 11:33:15,2021-06-22,2,train,Unflagged
65196,pc2,1,2021-06-22 11:33:16,2021-06-22,2,train,Unflagged
65197,pc2,1,2021-06-22 11:33:17,2021-06-22,2,train,Unflagged
65198,pc2,1,2021-06-22 11:33:18,2021-06-22,2,train,Unflagged
65199,pc2,1,2021-06-22 11:33:19,2021-06-22,2,train,Unflagged
65200,pc2,1,2021-06-22 11:33:20,2021-06-22,2,train,Unflagged
65201,pc2,1,2021-06-22 11:33:21,2021-06-22,2,train,Unflagged
65202,pc2,1,2021-06-22 11:33:22,2021-06-22,2,train,Unflagged
65203,pc2,1,2021-06-22 11:33:23,2021-06-22,2,train,Unflagged
65204,pc2,1,2021-06-22 11:33:24,2021-06-22,2,train,Unflagged
65205,pc2,1,2021-06-22 11:33:25,2021-06-22,2,train,Unflagged
65206,pc2,1,2021-06-22 11:33:26,2021-06-22,2,train,Unflagged
65207,pc2,1,2021-06-22 11:33:27,2021-06-22,2,train,Unflagged
65208,pc2,1,2021-06-22 11:33:28,2021-06-22,2,train,Unflagged
65209,pc2,1,2021-06-22 11:33:29,2021-06-22,2,train,Unflagged
65210,pc2,1,2021-06-22 11:33:30,2021-06-22,2,train,Unflagged
65211,pc2,1,2021-06-22 11:33:31,2021-06-22,2,train,Unflagged
65212,pc2,1,2021-06-22 11:33:32,2021-06-22,2,train,Unflagged
65213,pc2,1,2021-06-22 11:33:33,2021-06-22,2,train,Unflagged
65214,pc2,1,2021-06-22 11:33:34,2021-06-22,2,train,Unflagged
65215,pc2,1,2021-06-22 11:33:35,2021-06-22,2,train,Unflagged
65216,pc2,1,2021-06-22 11:33:36,2021-06-22,2,train,Unflagged
65217,pc2,1,2021-06-22 11:33:37,2021-06-22,2,train,Unflagged
65218,pc2,1,2021-06-22 11:33:38,2021-06-22,2,train,Unflagged
65219,pc2,1,2021-06-22 11:33:39,2021-06-22,2,train,Unflagged
65220,pc2,1,2021-06-22 11:33:40,2021-06-22,2,train,Unflagged
65221,pc2,1,2021-06-22 11:33:41,2021-06-22,2,train,Unflagged
65222,pc2,1,2021-06-22 11:33:42,2021-06-22,2,train,Unflagged
65223,pc2,1,2021-06-22 11:33:43,2021-06-22,2,train,Unflagged
65224,pc2,1,2021-06-22 11:33:44,2021-06-22,2,train,Unflagged
65225,pc2,1,2021-06-22 11:33:45,2021-06-22,2,train,Unflagged
65226,pc2,1,2021-06-22 11:33:46,2021-06-22,2,train,Unflagged
65227,pc2,1,2021-06-22 11:33:47,2021-06-22,2,train,Unflagged
65228,pc2,1,2021-06-22 11:33:48,2021-06-22,2,train,Unflagged
65229,pc2,1,2021-06-22 11:33:49,2021-06-22,2,train,Unflagged
65230,pc2,1,2021-06-22 11:33:50,2021-06-22,2,train,Unflagged
65231,pc2,1,2021-06-22 11:33:51,2021-06-22,2,train,Unflagged
65232,pc2,1,2021-06-22 11:33:52,2021-06-22,2,train,Unflagged
65233,pc2,1,2021-06-22 11:33:53,2021-06-22,2,train,Unflagged
65234,pc2,1,2021-06-22 11:33:54,2021-06-22,2,train,Unflagged
65235,pc2,1,2021-06-22 11:33:55,2021-06-22,2,train,Unflagged
65236,pc2,1,2021-06-22 11:33:56,2021-06-22,2,train,Unflagged
65237,pc2,1,2021-06-22 11:33:57,2021-06-22,2,train,Unflagged
65238,pc2,1,2021-06-22 11:33:58,2021-06-22,2,train,Unflagged
65239,pc2,1,2021-06-22 11:33:59,2021-06-22,2,train,Unflagged
65240,pc2,1,2021-06-22 11:34:00,2021-06-22,2,train,Unflagged
65241,pc2,1,2021-06-22 11:34:01,2021-06-22,2,train,Unflagged
65242,pc2,1,2021-06-22 11:34:02,2021-06-22,2,train,Unflagged
65243,pc2,1,2021-06-22 11:34:03,2021-06-22,2,train,Unflagged
65244,pc2,1,2021-06-22 11:34:04,2021-06-22,2,train,Unflagged
65245,pc2,1,2021-06-22 11:34:05,2021-06-22,2,train,Unflagged
65246,pc2,1,2021-06-22 11:34:06,2021-06-22,2,train,Unflagged
65247,pc2,1,2021-06-22 11:34:07,2021-06-22,2,train,Unflagged
65248,pc2,1,2021-06-22 11:34:08,2021-06-22,2,train,Unflagged
65249,pc2,1,2021-06-22 11:34:09,2021-06-22,2,train,Unflagged
65250,pc2,1,2021-06-22 11:34:10,2021-06-22,2,train,Unflagged
65251,pc2,1,2021-06-22 11:34:11,2021-06-22,2,train,Unflagged
65252,pc2,1,2021-06-22 11:34:12,2021-06-22,2,train,Unflagged
65253,pc2,1,2021-06-22 11:34:13,2021-06-22,2,train,Unflagged
65254,pc2,1,2021-06-22 11:34:14,2021-06-22,2,train,Unflagged
65255,pc2,1,2021-06-22 11:34:15,2021-06-22,2,train,Unflagged
65256,pc2,1,2021-06-22 11:34:16,2021-06-22,2,train,Unflagged
65257,pc2,1,2021-06-22 11:34:17,2021-06-22,2,train,Unflagged
65258,pc2,1,2021-06-22 11:34:18,2021-06-22,2,train,Unflagged
65259,pc2,1,2021-06-22 11:34:19,2021-06-22,2,train,Unflagged
65260,pc2,1,2021-06-22 11:34:20,2021-06-22,2,train,Unflagged
65261,pc2,1,2021-06-22 11:34:21,2021-06-22,2,train,Unflagged
65262,pc2,1,2021-06-22 11:34:22,2021-06-22,2,train,Unflagged
65263,pc2,1,2021-06-22 11:34:23,2021-06-22,2,train,Unflagged
65264,pc2,1,2021-06-22 11:34:24,2021-06-22,2,train,Unflagged
65265,pc2,1,2021-06-22 11:34:25,2021-06-22,2,train,Unflagged
65266,pc2,1,2021-06-22 11:34:26,2021-06-22,2,train,Unflagged
65267,pc2,1,2021-06-22 11:34:27,2021-06-22,2,train,Unflagged
65268,pc2,1,2021-06-22 11:34:28,2021-06-22,2,train,Unflagged
65269,pc2,1,2021-06-22 11:34:29,2021-06-22,2,train,Unflagged
65270,pc2,1,2021-06-22 11:34:30,2021-06-22,2,train,Unflagged
65271,pc2,1,2021-06-22 11:34:31,2021-06-22,2,train,Unflagged
65272,pc2,1,2021-06-22 11:34:32,2021-06-22,2,train,Unflagged
65273,pc2,1,2021-06-22 11:34:33,2021-06-22,2,train,Unflagged
65274,pc2,1,2021-06-22 11:34:34,2021-06-22,2,train,Unflagged
65275,pc2,1,2021-06-22 11:34:35,2021-06-22,2,train,Unflagged
65276,pc2,1,2021-06-22 11:34:36,2021-06-22,2,train,Unflagged
65277,pc2,1,2021-06-22 11:34:37,2021-06-22,2,train,Unflagged
65278,pc2,1,2021-06-22 11:34:38,2021-06-22,2,train,Unflagged
65279,pc2,1,2021-06-22 11:34:39,2021-06-22,2,train,Unflagged
65280,pc2,1,2021-06-22 11:34:40,2021-06-22,2,train,Unflagged
65281,pc2,1,2021-06-22 11:34:41,2021-06-22,2,train,Unflagged
65282,pc2,1,2021-06-22 11:34:42,2021-06-22,2,train,Unflagged
65283,pc2,1,2021-06-22 11:34:43,2021-06-22,2,train,Unflagged
65284,pc2,1,2021-06-22 11:34:44,2021-06-22,2,train,Unflagged
65285,pc2,1,2021-06-22 11:34:45,2021-06-22,2,train,Unflagged
65286,pc2,1,2021-06-22 11:34:46,2021-06-22,2,train,Unflagged
65287,pc2,1,2021-06-22 11:34:47,2021-06-22,2,train,Unflagged
65288,pc2,1,2021-06-22 11:34:48,2021-06-22,2,train,Unflagged
65289,pc2,1,2021-06-22 11:34:49,2021-06-22,2,train,Unflagged
65290,pc2,1,2021-06-22 11:34:50,2021-06-22,2,train,Unflagged
65291,pc2,1,2021-06-22 11:34:51,2021-06-22,2,train,Unflagged
65292,pc2,1,2021-06-22 11:34:52,2021-06-22,2,train,Unflagged
65293,pc2,1,2021-06-22 11:34:53,2021-06-22,2,train,Unflagged
65294,pc2,1,2021-06-22 11:34:54,2021-06-22,2,train,Unflagged
65295,pc2,1,2021-06-22 11:34:55,2021-06-22,2,train,Unflagged
65296,pc2,1,2021-06-22 11:34:56,2021-06-22,2,train,Unflagged
65297,pc2,1,2021-06-22 11:34:57,2021-06-22,2,train,Unflagged
65298,pc2,1,2021-06-22 11:34:58,2021-06-22,2,train,Unflagged
65299,pc2,1,2021-06-22 11:34:59,2021-06-22,2,train,Unflagged
65300,pc2,1,2021-06-22 11:35:00,2021-06-22,2,train,Unflagged
65301,pc2,1,2021-06-22 11:35:01,2021-06-22,2,train,Unflagged
65302,pc2,1,2021-06-22 11:35:02,2021-06-22,2,train,Unflagged
65303,pc2,1,2021-06-22 11:35:03,2021-06-22,2,train,Unflagged
65304,pc2,1,2021-06-22 11:35:04,2021-06-22,2,train,Unflagged
65305,pc2,1,2021-06-22 11:35:05,2021-06-22,2,train,Unflagged
65306,pc2,1,2021-06-22 11:35:06,2021-06-22,2,train,Unflagged
65307,pc2,1,2021-06-22 11:35:07,2021-06-22,2,train,Unflagged
65308,pc2,1,2021-06-22 11:35:08,2021-06-22,2,train,Unflagged
65309,pc2,1,2021-06-22 11:35:09,2021-06-22,2,train,Unflagged
65310,pc2,1,2021-06-22 11:35:10,2021-06-22,2,train,Unflagged
65311,pc2,1,2021-06-22 11:35:11,2021-06-22,2,train,Unflagged
65312,pc2,1,2021-06-22 11:35:12,2021-06-22,2,train,Unflagged
65313,pc2,1,2021-06-22 11:35:13,2021-06-22,2,train,Unflagged
65314,pc2,1,2021-06-22 11:35:14,2021-06-22,2,train,Unflagged
65315,pc2,1,2021-06-22 11:35:15,2021-06-22,2,train,Unflagged
65316,pc2,1,2021-06-22 11:35:16,2021-06-22,2,train,Unflagged
65317,pc2,1,2021-06-22 11:35:17,2021-06-22,2,train,Unflagged
65318,pc2,1,2021-06-22 11:35:18,2021-06-22,2,train,Unflagged
65319,pc2,1,2021-06-22 11:35:19,2021-06-22,2,train,Unflagged
65320,pc2,1,2021-06-22 11:35:20,2021-06-22,2,train,Unflagged
65321,pc2,1,2021-06-22 11:35:21,2021-06-22,2,train,Unflagged
65322,pc2,1,2021-06-22 11:35:22,2021-06-22,2,train,Unflagged
65323,pc2,1,2021-06-22 11:35:23,2021-06-22,2,train,Unflagged
65324,pc2,1,2021-06-22 11:35:24,2021-06-22,2,train,Unflagged
65325,pc2,1,2021-06-22 11:35:25,2021-06-22,2,train,Unflagged
65326,pc2,1,2021-06-22 11:35:26,2021-06-22,2,train,Unflagged
65327,pc2,1,2021-06-22 11:35:27,2021-06-22,2,train,Unflagged
65328,pc2,1,2021-06-22 11:35:28,2021-06-22,2,train,Unflagged
65329,pc2,1,2021-06-22 11:35:29,2021-06-22,2,train,Unflagged
65330,pc2,1,2021-06-22 11:35:30,2021-06-22,2,train,Unflagged
65331,pc2,1,2021-06-22 11:35:31,2021-06-22,2,train,Unflagged
65332,pc2,1,2021-06-22 11:35:32,2021-06-22,2,train,Unflagged
65333,pc2,1,2021-06-22 11:35:33,2021-06-22,2,train,Unflagged
65334,pc2,1,2021-06-22 11:35:34,2021-06-22,2,train,Unflagged
65335,pc2,1,2021-06-22 11:35:35,2021-06-22,2,train,Unflagged
65336,pc2,1,2021-06-22 11:35:36,2021-06-22,2,train,Unflagged
65337,pc2,1,2021-06-22 11:35:37,2021-06-22,2,train,Unflagged
65338,pc2,1,2021-06-22 11:35:38,2021-06-22,2,train,Unflagged
65339,pc2,1,2021-06-22 11:35:39,2021-06-22,2,train,Unflagged
65340,pc2,1,2021-06-22 11:35:40,2021-06-22,2,train,Unflagged
65341,pc2,1,2021-06-22 11:35:41,2021-06-22,2,train,Unflagged
65342,pc2,1,2021-06-22 11:35:42,2021-06-22,2,train,Unflagged
65343,pc2,1,2021-06-22 11:35:43,2021-06-22,2,train,Unflagged
65344,pc2,1,2021-06-22 11:35:44,2021-06-22,2,train,Unflagged
65345,pc2,1,2021-06-22 11:35:45,2021-06-22,2,train,Unflagged
65346,pc2,1,2021-06-22 11:35:46,2021-06-22,2,train,Unflagged
65347,pc2,1,2021-06-22 11:35:47,2021-06-22,2,train,Unflagged
65348,pc2,1,2021-06-22 11:35:48,2021-06-22,2,train,Unflagged
65349,pc2,1,2021-06-22 11:35:49,2021-06-22,2,train,Unflagged
65350,pc2,1,2021-06-22 11:35:50,2021-06-22,2,train,Unflagged
65351,pc2,1,2021-06-22 11:35:51,2021-06-22,2,train,Unflagged
65352,pc2,1,2021-06-22 11:35:52,2021-06-22,2,train,Unflagged
65353,pc2,1,2021-06-22 11:35:53,2021-06-22,2,train,Unflagged
