operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,PCell_Cell_ID,PCell_Downlink_frequency,PCell_Uplink_frequency,PCell_freq_MHz,PCell_Band_Indicator,PCell_Downlink_bandwidth_MHz,PCell_Uplink_bandwidth_MHz,n_rows,mean_rsrp,mean_lat,mean_lon
2,262.0,1.0,1495.0,30829831.0,411.0,475.0,18475.0,2000.0,1.0,15.0,15.0,2,-74.828125,52.514325,13.348193333333333
2,262.0,2.0,49101.0,3288838.0,317.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,2,-118.37754065040653,52.5164075,13.353250833333334
2,262.0,2.0,49102.0,2829845.0,293.0,125.0,18125.0,2000.0,1.0,15.0,15.0,2,-105.9162936827957,52.5138825,13.350136666666666
2,262.0,2.0,49105.0,2825747.0,454.0,125.0,18125.0,2000.0,1.0,15.0,15.0,2,-129.32118855606757,52.513909166666664,13.349723333333333
2,262.0,2.0,49300.0,3502357.0,308.0,125.0,18125.0,2000.0,1.0,15.0,15.0,2,-126.22913122486854,52.514338333333335,13.348288333333333
2,262.0,2.0,49400.0,3427082.0,428.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,2,-123.40345052083333,52.51400666666667,13.342704999999999
2,262.0,2.0,49401.0,3485973.0,378.0,125.0,18125.0,2000.0,1.0,15.0,15.0,2,-125.6972794117647,52.5142625,13.346755833333333
2,262.0,2.0,49100.0,4000013.0,296.0,2850.0,20850.0,2000.0,7.0,20.0,20.0,1,-92.21438953488372,52.51459333333333,13.37734
2,262.0,2.0,49101.0,2838542.0,377.0,2850.0,20850.0,2000.0,7.0,20.0,20.0,1,-121.7938988095238,52.514225,13.346526666666666
2,262.0,2.0,49101.0,43164180.0,233.0,125.0,18125.0,1800.0,1.0,15.0,15.0,1,-100.5537109375,52.48846833333333,13.304225
2,262.0,2.0,49300.0,2828821.0,103.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1,-117.0270061728395,52.510686666666665,13.29384
2,262.0,2.0,49300.0,3499533.0,337.0,2850.0,20850.0,1800.0,7.0,20.0,20.0,1,-89.625,52.50585333333333,13.341725
